millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),bmptemp(*C),bmppres(PA),bmpalt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX (uT),magY (uT),magZ (uT),UV [0-1023],NO2[0-1023],CO[0-1023],NH3[0-1023],radiation count,rad count per min,uSv/h,uSv/h error,noise events,
188358,18.01,97672,31.30,22.56,308.68,17.16,97693.39,306.84,0.488,-69.336,-991.211,0.099,1.504,1.878,-20.550,-4.650,-21.600,0,0,0,220,20,6.38,0.12,0.03,0,
189742,18.03,97672,31.33,22.37,308.68,17.16,97693.36,306.84,23.926,-99.609,-959.961,7.626,7.802,-1.672,-22.200,-4.950,-25.050,0,0,0,205,20,6.33,0.12,0.03,0,
191124,18.04,97673,31.34,22.32,308.50,17.17,97693.54,306.83,-25.391,-197.266,-988.769,2.916,1.618,10.725,-18.450,-7.950,-22.050,0,0,0,230,20,6.29,0.12,0.03,0,
192507,18.06,97673,31.36,22.20,308.59,17.17,97693.60,306.82,139.648,-125.488,-962.891,5.076,1.405,2.588,-23.250,-5.700,-15.900,0,0,0,213,21,6.55,0.12,0.03,0,
193895,18.07,97673,31.39,22.11,308.59,17.17,97693.52,306.83,136.719,11.230,-962.891,0.275,-12.137,-64.458,-17.850,6.600,-17.850,0,0,0,202,21,6.51,0.12,0.03,0,
195277,18.09,97674,31.43,21.95,308.50,17.18,97693.66,306.82,-225.098,-55.176,-953.125,-3.832,5.458,4.740,-2.400,4.350,-22.950,0,0,0,169,22,6.77,0.13,0.03,0,
196659,18.11,97675,31.47,21.99,308.42,17.18,97694.08,306.78,-265.137,-92.285,-975.098,-1.229,2.878,-2.305,-3.450,7.350,-23.400,0,0,0,199,22,6.72,0.13,0.03,0,
198054,18.12,97674,31.54,21.85,308.50,17.19,97694.13,306.78,-328.125,-104.004,-921.875,-13.573,14.817,3.939,-3.300,5.700,-23.550,0,0,0,211,22,6.67,0.13,0.03,0,
199438,18.13,97673,31.69,21.74,308.59,17.19,97694.47,306.75,57.129,121.094,-966.797,-6.702,-1.473,-12.092,-18.300,12.000,-15.750,0,0,0,211,22,6.63,0.12,0.03,0,
200821,18.15,97673,31.88,21.61,308.59,17.18,97695.05,306.70,183.105,248.047,-928.223,23.611,7.702,-1.756,-21.450,10.650,-13.350,0,0,0,210,22,6.58,0.12,0.03,0,
202207,18.16,97673,32.16,21.58,308.50,17.18,97695.69,306.65,59.082,331.055,-990.234,-3.832,0.076,-6.466,-21.000,12.900,-12.600,0,0,0,178,22,6.54,0.12,0.03,0,
203590,18.18,97673,32.43,21.67,308.50,17.18,97696.25,306.60,242.676,350.098,-1127.441,-13.626,-0.580,5.748,-24.300,8.700,-14.100,0,0,0,208,22,6.49,0.12,0.03,0,
204974,18.19,97674,32.63,21.74,308.42,17.18,97696.88,306.54,149.902,157.715,-1167.480,-6.496,5.885,2.427,-22.950,-3.300,-14.100,0,0,0,317,22,6.45,0.12,0.03,0,
206359,18.20,97674,32.76,21.74,308.50,17.17,97697.14,306.52,337.891,45.410,-959.961,10.855,2.695,8.649,-23.700,-6.000,-13.050,0,0,0,229,23,6.70,0.13,0.03,0,
207742,18.21,97674,32.87,21.74,308.50,17.15,97697.35,306.50,-615.723,-28.809,-257.812,29.565,-117.969,29.786,27.300,-32.850,-11.550,0,0,0,171,23,6.65,0.13,0.03,0,
209124,18.23,97674,32.95,21.70,308.50,17.13,97697.22,306.51,-570.312,-160.645,-747.070,-11.656,22.634,-34.115,11.400,-24.750,-21.000,0,0,0,373,23,6.61,0.12,0.03,0,
210510,18.24,97674,33.05,21.65,308.50,17.12,97696.82,306.55,-450.195,-265.137,-870.605,-0.244,-4.183,-2.786,2.700,-26.100,-21.900,0,0,0,271,23,6.56,0.12,0.03,0,
211892,18.25,97674,33.14,21.63,308.50,17.11,97697.02,306.53,-458.008,-218.750,-738.769,-2.427,81.481,-43.305,8.100,-29.400,-20.250,0,0,0,149,23,6.52,0.12,0.03,0,
213275,18.26,97674,33.24,21.63,308.42,17.10,97697.10,306.52,132.813,-254.883,-1169.922,17.443,-21.122,4.832,-22.650,-20.700,-13.500,0,0,0,224,25,7.04,0.13,0.03,0,
214662,18.27,97676,33.35,21.58,308.25,17.08,97698.10,306.44,63.477,-1.953,-998.047,0.748,1.321,2.695,-19.500,-10.950,-16.650,0,0,0,284,25,7.00,0.13,0.03,0,
216044,18.29,97678,33.45,21.61,308.16,17.08,97699.14,306.35,56.641,9.277,-997.559,-1.344,0.870,-2.618,-20.100,-12.000,-17.550,0,0,0,263,25,6.95,0.13,0.03,0,
217427,18.30,97679,33.54,21.56,308.08,17.08,97699.62,306.31,39.551,-1.953,-980.957,1.267,0.695,0.198,-19.350,-13.500,-16.050,0,0,0,248,25,6.91,0.13,0.03,0,
218811,18.31,97680,33.62,21.76,308.08,17.08,97700.10,306.27,54.687,-0.488,-1000.000,2.382,1.260,1.496,-19.800,-12.000,-16.800,0,0,0,235,25,6.86,0.13,0.03,0,
220197,18.32,97679,33.68,21.67,307.99,17.09,97700.76,306.21,240.723,68.848,-901.367,-31.374,-21.763,0.450,-18.450,-10.950,-17.700,0,0,0,216,25,6.82,0.13,0.03,0,
221581,18.34,97680,33.72,21.67,308.08,17.09,97700.98,306.19,153.809,-39.551,-1122.070,2.473,24.458,-8.389,-20.850,-13.800,-15.750,0,0,0,222,25,6.78,0.13,0.03,0,
222964,18.35,97679,33.77,21.72,308.08,17.10,97701.53,306.14,413.574,-158.691,-914.551,-27.313,-14.969,4.466,-30.300,-19.350,-4.650,0,0,0,185,25,6.74,0.13,0.03,0,
224352,18.36,97676,33.79,21.81,308.33,17.09,97700.98,306.19,285.645,52.246,-353.516,9.718,2.969,-4.267,-26.550,-21.000,-9.300,0,0,0,179,25,6.69,0.13,0.03,0,
225734,18.37,97676,33.78,21.85,308.33,17.08,97700.52,306.23,156.250,-39.062,-905.273,-22.244,-1.336,-16.237,-27.750,-11.400,-11.850,0,0,0,123,25,6.65,0.13,0.03,0,
227118,18.39,97675,33.77,21.99,308.33,17.08,97699.96,306.28,799.316,91.797,-667.969,-41.405,-70.954,51.947,-39.150,-1.800,7.950,0,0,0,185,25,6.61,0.12,0.02,0,
228503,18.40,97674,33.75,21.92,308.50,17.07,97699.63,306.31,64.453,-108.887,-1022.461,20.641,6.435,14.885,-25.650,-7.350,-14.700,0,0,0,113,25,6.57,0.12,0.02,0,
229886,18.41,97673,33.72,22.02,308.59,17.07,97699.41,306.33,223.145,-58.594,-1007.324,3.389,-3.099,-2.176,-27.150,-7.050,-12.450,0,0,0,195,25,6.53,0.12,0.02,0,
231269,18.43,97673,33.68,22.11,308.59,17.07,97699.49,306.32,721.680,-56.152,-763.184,-11.695,-5.573,-19.435,-36.900,1.500,2.400,0,0,0,211,25,6.49,0.12,0.02,0,
232662,18.44,97674,33.62,22.32,308.50,17.06,97699.58,306.31,527.344,-10.254,-931.152,-4.527,3.618,0.824,-34.050,0.300,-5.700,0,0,0,209,25,6.45,0.12,0.02,0,
234047,18.45,97675,33.53,22.30,308.50,17.05,97699.60,306.31,497.559,-71.777,-863.769,-5.137,-3.336,4.641,-35.850,1.500,-3.600,0,0,0,209,25,6.42,0.12,0.02,0,
235431,18.46,97675,33.43,22.39,308.42,17.04,97699.46,306.32,483.398,-110.352,-844.726,4.664,4.992,-1.420,-34.350,1.050,-2.400,0,0,0,210,25,6.38,0.12,0.02,0,
236817,18.47,97674,33.31,22.61,308.42,17.04,97699.79,306.30,750.000,-107.910,-546.875,-1.450,-4.084,5.031,-40.650,1.500,10.050,0,0,0,213,25,6.34,0.12,0.02,0,
238203,18.48,97674,33.16,22.68,308.42,17.03,97699.38,306.33,173.828,-40.527,-933.105,-12.870,-1.534,-0.122,-25.350,-4.350,-14.250,0,0,0,200,25,6.30,0.12,0.02,0,
239587,18.49,97676,33.00,22.96,308.42,17.03,97699.32,306.33,233.887,-227.539,-1112.305,-30.893,1.282,2.351,-26.250,-4.200,-14.100,0,0,0,240,25,6.27,0.12,0.02,0,
240970,18.51,97675,32.83,22.98,308.42,17.03,97699.48,306.32,138.184,-59.082,-1072.266,-3.481,7.786,-2.863,-23.850,-9.600,-16.050,0,0,0,192,25,6.23,0.12,0.02,0,
242358,18.51,97675,32.64,23.03,308.42,17.02,97698.85,306.37,169.922,-63.477,-1028.809,-14.313,-1.977,3.298,-24.150,-16.500,-15.750,0,0,0,206,25,6.20,0.12,0.02,0,
243741,18.52,97674,32.46,23.24,308.50,17.01,97698.71,306.38,49.316,-34.668,-903.320,2.260,8.450,4.794,-19.800,-16.200,-16.050,0,0,0,209,25,6.16,0.12,0.02,0,
245125,18.54,97675,32.27,23.26,308.42,17.01,97698.30,306.42,115.234,-67.383,-963.867,-1.573,-3.198,-0.244,-20.100,-16.200,-17.550,0,0,0,219,25,6.13,0.12,0.02,0,
246511,18.55,97675,32.08,23.13,308.42,17.01,97697.72,306.47,160.156,-123.047,-982.422,4.374,9.466,0.260,-22.950,-17.100,-16.200,0,0,0,245,25,6.09,0.11,0.02,0,
247895,18.55,97675,31.91,22.96,308.33,17.00,97697.91,306.46,184.570,-11.719,-928.223,-13.969,0.802,-11.473,-24.750,-14.250,-16.050,0,0,0,241,25,6.06,0.11,0.02,0,
249278,18.56,97675,31.71,22.83,308.42,17.00,97697.75,306.47,156.738,-105.469,-966.309,2.328,1.237,2.160,-23.850,-15.450,-14.250,0,0,0,206,27,6.51,0.12,0.02,0,
250664,18.57,97675,31.52,22.66,308.42,17.00,97697.82,306.46,241.211,-30.273,-935.059,1.489,2.824,1.366,-26.250,-14.400,-12.600,0,0,0,215,27,6.47,0.12,0.02,0,
252047,18.58,97674,31.33,22.54,308.42,17.00,97697.82,306.46,286.621,-30.762,-964.844,-3.183,3.985,2.382,-27.300,-14.850,-11.550,0,0,0,202,27,6.43,0.12,0.02,0,
253430,18.59,97675,31.18,22.51,308.50,17.00,97697.75,306.47,285.156,-21.973,-948.242,-2.450,3.328,-2.023,-29.250,-14.100,-10.500,0,0,0,211,27,6.40,0.12,0.02,0,
254817,18.60,97675,31.03,22.66,308.42,17.00,97697.91,306.46,289.551,-3.418,-967.773,-2.008,3.084,-0.511,-29.400,-14.700,-12.450,0,0,0,216,27,6.36,0.12,0.02,0,
256199,18.60,97675,30.92,22.68,308.42,17.00,97697.91,306.46,301.270,-22.461,-940.918,-3.802,0.458,-3.366,-29.850,-14.100,-11.250,0,0,0,210,27,6.33,0.12,0.02,0,
257583,18.61,97675,30.80,22.83,308.42,17.01,97697.67,306.47,299.316,-6.348,-967.773,-1.557,2.855,0.298,-30.150,-14.700,-9.150,0,0,0,217,27,6.30,0.12,0.02,0,
258969,18.62,97675,30.73,22.86,308.42,17.01,97698.05,306.44,318.359,-8.301,-939.453,0.221,0.573,0.595,-30.300,-14.100,-9.000,0,0,0,212,27,6.26,0.12,0.02,0,
260352,18.63,97675,30.67,22.98,308.33,17.01,97698.22,306.43,298.828,-18.555,-950.195,-3.130,4.214,-2.595,-30.900,-14.700,-9.900,0,0,0,205,27,6.23,0.12,0.02,0,
261735,18.64,97675,30.64,23.01,308.42,17.01,97697.89,306.46,311.035,-20.996,-946.777,-0.679,1.550,-4.649,-28.800,-15.150,-10.500,0,0,0,219,27,6.20,0.12,0.02,0,
263118,18.65,97674,30.62,22.91,308.50,17.01,97697.83,306.46,340.820,-21.973,-930.664,-3.076,2.038,-0.267,-28.950,-15.750,-8.100,0,0,0,217,27,6.16,0.12,0.02,0,
264506,18.66,97674,30.61,22.83,308.59,17.00,97697.89,306.46,332.519,-17.578,-933.105,-3.244,3.550,-3.847,-28.800,-15.600,-9.000,0,0,0,213,27,6.13,0.12,0.02,0,
265886,18.67,97674,30.57,22.93,308.50,17.00,97697.85,306.46,354.004,-19.043,-929.199,4.588,1.718,1.565,-29.550,-14.850,-8.700,0,0,0,213,27,6.10,0.12,0.02,0,
267270,18.68,97674,30.53,23.06,308.50,17.00,97697.74,306.47,358.887,-32.227,-934.570,0.977,-1.176,-1.053,-31.200,-15.750,-7.800,0,0,0,211,28,6.29,0.12,0.02,0,
268666,18.68,97676,30.49,23.16,308.33,17.00,97697.34,306.50,350.586,-19.043,-922.363,0.618,-0.374,0.359,-31.350,-15.600,-7.950,0,0,0,213,28,6.26,0.12,0.02,0,
270052,18.69,97676,30.45,23.34,308.42,17.01,97697.51,306.49,344.238,-19.043,-923.828,1.580,0.176,-0.443,-30.600,-15.600,-8.700,0,0,0,211,28,6.23,0.12,0.02,0,
271435,18.70,97675,30.41,23.42,308.42,17.01,97697.57,306.49,347.168,-18.066,-934.570,2.969,0.137,0.061,-30.450,-14.700,-9.150,0,0,0,212,28,6.20,0.12,0.02,0,
272822,18.71,97676,30.38,23.52,308.42,17.01,97697.65,306.48,340.820,-74.219,-949.219,2.366,0.802,-4.824,-30.900,-15.000,-8.850,0,0,0,207,28,6.16,0.12,0.02,0,
274202,18.72,97675,30.36,23.39,308.33,17.01,97697.42,306.50,385.254,4.395,-923.828,-2.489,1.908,1.244,-32.550,-14.400,-6.900,0,0,0,212,28,6.13,0.12,0.02,0,
275586,18.73,97675,30.33,23.52,308.42,17.01,97697.74,306.47,407.227,37.598,-875.488,0.695,-2.595,0.496,-32.100,-14.400,-6.900,0,0,0,207,28,6.10,0.12,0.02,0,
276970,18.74,97675,30.33,23.39,308.42,17.02,97697.47,306.49,384.277,-80.566,-869.629,-2.092,2.641,1.489,-31.050,-14.100,-8.250,0,0,0,208,28,6.07,0.11,0.02,0,
278353,18.75,97675,30.36,23.34,308.42,17.02,97697.56,306.49,421.387,-30.762,-901.367,3.168,6.298,0.420,-33.300,-14.400,-7.200,0,0,0,211,28,6.04,0.11,0.02,0,
279736,18.77,97674,30.37,23.34,308.42,17.02,97697.70,306.47,430.176,78.125,-888.184,3.550,-1.878,3.313,-32.850,-14.850,-5.700,0,0,0,209,28,6.01,0.11,0.02,0,
281119,18.78,97674,30.39,23.26,308.50,17.02,97697.70,306.47,437.500,13.672,-875.488,0.962,2.489,4.695,-32.850,-16.350,-6.150,0,0,0,210,28,5.98,0.11,0.02,0,
282507,18.79,97674,30.41,23.60,308.42,17.02,97697.39,306.50,437.500,-23.437,-873.047,-1.328,-0.489,-2.153,-33.450,-16.200,-3.450,0,0,0,211,29,6.16,0.12,0.02,0,
283890,18.80,97674,30.38,23.63,308.50,17.01,97697.00,306.53,457.031,-10.742,-882.324,0.305,1.924,-2.374,-35.100,-15.150,-4.650,0,0,0,215,29,6.13,0.12,0.02,0,
285273,18.81,97674,30.36,23.55,308.50,17.00,97696.85,306.55,504.883,-277.832,-857.422,20.206,12.092,11.458,-34.950,-15.750,-4.050,0,0,0,197,29,6.11,0.12,0.02,0,
286660,18.82,97674,30.34,23.42,308.33,17.00,97696.88,306.54,601.562,-62.012,-334.473,-13.939,-18.374,-14.420,-35.100,-15.150,-3.600,0,0,0,231,29,6.08,0.11,0.02,0,
288044,18.83,97675,30.30,23.67,308.42,16.99,97696.63,306.56,239.746,-124.512,-901.367,-6.122,5.435,-4.824,-25.650,-17.700,-12.750,0,0,0,201,29,6.05,0.11,0.02,0,
289427,18.85,97675,30.27,23.39,308.33,16.99,97696.63,306.56,-50.293,-81.055,-1027.344,-4.481,-14.908,-13.427,-18.300,-21.150,-17.850,0,0,0,185,29,6.02,0.11,0.02,0,
290814,18.86,97675,30.22,23.31,308.42,16.99,97696.79,306.55,58.105,-227.539,-929.199,-0.954,-4.260,-1.359,-21.450,-27.750,-14.100,0,0,0,197,29,5.99,0.11,0.02,0,
292198,18.87,97675,30.16,23.29,308.33,16.99,97696.79,306.55,62.500,-116.699,-992.187,-3.687,-7.183,-7.481,-19.350,-23.400,-13.950,0,0,0,184,29,5.96,0.11,0.02,0,
293581,18.88,97676,30.09,23.34,308.33,16.99,97696.86,306.55,68.848,-84.961,-1009.766,1.458,7.687,-4.412,-20.250,-23.250,-15.600,0,0,0,202,29,5.93,0.11,0.02,0,
294967,18.88,97674,30.00,23.47,308.50,16.98,97698.02,306.45,112.793,-126.465,-972.168,-2.962,1.511,-0.382,-20.250,-24.750,-14.100,0,0,0,207,29,5.90,0.11,0.02,0,
296350,18.89,97675,29.90,23.50,308.42,16.97,97698.36,306.42,118.652,-131.836,-972.168,-4.702,2.702,-2.885,-20.550,-24.600,-13.500,0,0,0,208,29,5.88,0.11,0.02,0,
297732,18.90,97674,29.79,23.58,308.42,16.97,97699.08,306.36,120.117,-152.832,-968.750,2.725,3.290,2.450,-21.000,-26.250,-14.100,0,0,0,209,29,5.85,0.11,0.02,0,
299118,18.91,97675,29.72,23.60,308.33,16.97,97699.75,306.30,132.813,-138.184,-1006.348,-2.672,1.290,-5.008,-21.600,-25.350,-11.400,0,0,0,208,30,6.02,0.11,0.02,0,
300502,18.92,97676,29.65,23.68,308.33,16.96,97699.74,306.30,110.840,-126.953,-972.168,-3.260,2.573,-0.908,-21.000,-26.700,-14.400,0,0,0,208,30,6.00,0.11,0.02,0,
301884,18.93,97675,29.61,23.82,308.42,16.96,97700.08,306.27,-68.848,-118.652,-521.973,-2.214,15.527,-7.733,-21.750,-21.000,-15.900,0,0,0,263,30,5.97,0.11,0.02,0,
303278,18.94,97675,29.55,23.91,308.33,16.95,97699.99,306.28,-79.102,-80.566,-1063.477,13.015,-5.786,-2.122,-15.450,-19.350,-18.450,0,0,0,421,30,5.94,0.11,0.02,0,
304662,18.94,97676,29.52,23.98,308.33,16.95,97700.08,306.27,-183.594,-58.105,-1036.621,2.771,-0.023,-5.817,-12.750,-21.150,-20.850,0,0,0,274,30,5.91,0.11,0.02,0,
306048,18.95,97675,29.47,24.17,308.33,16.94,97700.03,306.27,-199.219,-117.676,-963.867,-1.351,-28.977,-10.603,-11.400,-19.800,-21.750,0,0,0,233,30,5.89,0.11,0.02,0,
307431,18.96,97675,29.42,24.30,308.42,16.94,97699.46,306.32,-128.418,-80.566,-970.215,6.443,4.885,-1.924,-11.100,-19.800,-20.250,0,0,0,218,30,5.86,0.11,0.02,0,
308818,18.97,97675,29.35,24.34,308.42,16.94,97699.30,306.33,-201.660,-57.617,-970.703,-7.771,1.084,3.855,-9.150,-18.600,-21.000,0,0,0,212,30,5.83,0.11,0.02,0,
310202,18.98,97676,29.24,24.40,308.42,16.94,97698.72,306.38,-265.625,-131.348,-962.891,-2.023,5.672,-0.122,-7.500,-20.700,-22.200,0,0,0,211,30,5.81,0.11,0.02,0,
311585,18.98,97676,29.11,24.38,308.33,16.94,97698.67,306.39,-270.996,-166.504,-933.594,-0.015,3.931,-2.145,-8.100,-21.750,-21.750,0,0,0,211,30,5.78,0.11,0.02,0,
312973,18.98,97676,28.97,24.33,308.42,16.93,97698.34,306.42,0.488,42.969,-1020.996,8.916,14.496,-4.031,-15.450,-20.100,-19.500,0,0,0,128,30,5.76,0.11,0.02,0,
314356,18.98,97674,28.79,24.34,308.50,16.93,97698.74,306.38,-5.371,-7.812,-747.070,-19.557,4.061,-12.542,-13.950,-20.100,-19.200,0,0,0,120,30,5.73,0.11,0.02,0,
315745,18.98,97675,28.61,24.43,308.50,16.92,97698.60,306.40,10.742,-8.301,-1022.949,10.099,42.901,25.275,-16.050,-25.350,-15.750,0,0,0,257,30,5.71,0.11,0.02,0,
317132,18.98,97674,28.42,24.67,308.50,16.92,97698.19,306.43,-63.477,-132.813,-1005.371,-5.107,-7.542,3.863,-15.600,-24.900,-17.250,0,0,0,276,30,5.68,0.11,0.02,0,
318516,18.98,97674,28.28,24.66,308.50,16.91,97697.64,306.48,231.934,19.531,-989.258,-23.511,10.153,24.870,-23.700,-19.800,-13.050,0,0,0,383,30,5.66,0.11,0.02,0,
319899,18.98,97673,28.15,24.71,308.68,16.90,97697.02,306.53,136.230,-71.289,-1011.719,-8.031,3.947,-0.046,-22.200,-15.900,-14.850,0,0,0,316,30,5.63,0.11,0.02,0,
321286,18.98,97671,28.04,24.74,308.76,16.89,97696.86,306.55,-128.906,20.020,-826.660,10.427,-53.603,-6.252,-12.900,-9.900,-20.250,0,0,0,190,30,5.61,0.11,0.02,0,
322669,18.99,97670,27.96,24.73,308.85,16.87,97695.78,306.64,-287.109,-20.020,-890.625,3.198,10.374,6.534,-3.750,-14.700,-21.600,0,0,0,246,30,5.58,0.11,0.02,0,
324052,18.99,97670,27.88,24.80,308.93,16.86,97694.74,306.73,-107.422,-78.613,-980.957,-1.992,0.244,3.626,-12.900,-17.850,-19.950,0,0,0,223,30,5.56,0.10,0.02,0,
325439,19.00,97669,27.84,24.85,308.93,16.85,97694.46,306.75,-81.543,-106.445,-1014.160,-3.466,3.267,-2.702,-13.800,-21.450,-18.300,0,0,0,180,30,5.54,0.10,0.02,0,
326822,19.00,97668,27.81,24.80,309.02,16.84,97694.28,306.77,-75.195,-164.551,-961.426,0.817,-1.534,3.412,-16.050,-22.200,-16.500,0,0,0,194,30,5.51,0.10,0.02,0,
328206,19.01,97669,27.79,24.82,308.93,16.82,97693.19,306.86,139.648,-169.922,-981.934,2.656,14.206,-1.160,-19.800,-22.650,-14.250,0,0,0,195,30,5.49,0.10,0.02,0,
329592,19.02,97670,27.77,24.89,308.85,16.80,97692.90,306.88,6.836,-149.902,-967.773,-0.084,2.450,-3.366,-19.350,-23.100,-14.250,0,0,0,223,30,5.47,0.10,0.02,0,
330976,19.03,97670,27.76,24.77,308.85,16.78,97694.13,306.91,145.020,-178.223,-927.734,0.374,6.458,1.664,-23.100,-21.150,-11.700,0,0,0,165,30,5.44,0.10,0.02,0,
332359,19.04,97670,27.75,24.79,308.93,16.76,97692.33,306.93,239.746,-202.637,-989.746,-6.687,8.466,-3.481,-26.550,-22.800,-10.050,0,0,0,171,30,5.42,0.10,0.02,0,
333743,19.05,97671,27.75,24.80,308.76,16.73,97691.72,306.98,141.113,-150.391,-892.578,-3.282,-11.183,15.809,-25.650,-21.150,-11.400,0,0,0,416,30,5.40,0.10,0.02,0,
335130,19.06,97671,27.74,24.79,308.76,16.71,97691.69,306.99,378.418,-34.180,-1178.223,8.763,15.313,-13.023,-26.100,-19.950,-11.400,0,0,0,212,30,5.38,0.10,0.02,0,
336514,19.07,97671,27.75,24.86,308.76,16.70,97691.61,307.00,292.969,-178.711,-1065.430,-0.298,0.305,7.008,-26.550,-18.300,-11.550,0,0,0,203,30,5.35,0.10,0.02,0,
337897,19.08,97671,27.76,24.91,308.76,16.68,97691.49,307.01,221.191,-151.367,-958.008,-1.435,1.496,2.275,-27.300,-19.350,-11.550,0,0,0,284,30,5.33,0.10,0.02,0,
339294,19.08,97670,27.75,24.80,308.85,16.66,97691.19,307.03,233.398,-81.055,-975.098,-6.031,0.580,-2.802,-26.700,-18.450,-10.650,0,0,0,214,30,5.31,0.10,0.02,0,
340677,19.10,97671,27.79,24.85,308.85,16.65,97690.97,307.05,292.480,-170.410,-993.652,-5.840,-6.069,3.458,-25.800,-16.350,-11.550,0,0,0,284,30,5.29,0.10,0.02,0,
342064,19.11,97670,27.79,24.85,308.76,16.64,97690.99,307.05,451.660,-86.914,-1241.211,1.840,13.931,-12.267,-25.800,-15.600,-12.300,0,0,0,232,30,5.27,0.10,0.02,0,
343450,19.12,97671,27.80,24.69,308.76,16.62,97690.67,307.07,265.625,-56.641,-1008.789,5.473,-3.557,-0.832,-25.350,-14.700,-13.200,0,0,0,255,30,5.25,0.10,0.02,0,
344832,19.13,97671,27.82,24.73,308.76,16.60,97690.95,307.05,162.109,-8.789,-988.281,-3.840,-2.511,-3.313,-25.350,-12.750,-12.750,0,0,0,224,30,5.22,0.10,0.02,0,
346216,19.15,97671,27.83,24.77,308.76,16.59,97690.72,307.07,243.652,-10.254,-934.082,-0.611,-3.038,-2.962,-26.400,-13.050,-10.950,0,0,0,237,31,5.38,0.10,0.02,0,
347601,19.16,97671,27.85,24.83,308.68,16.58,97690.98,307.05,163.086,31.250,-968.750,-2.840,8.664,-9.916,-24.750,-11.400,-14.400,0,0,0,244,31,5.36,0.10,0.02,0,
348983,19.17,97671,27.87,24.80,308.68,16.56,97690.85,307.06,229.004,48.828,-964.844,1.763,2.954,-0.977,-24.900,-10.500,-12.450,0,0,0,219,31,5.33,0.10,0.02,0,
350366,19.18,97672,27.89,24.77,308.68,16.56,97690.86,307.06,224.121,69.824,-972.168,-2.176,2.702,-0.611,-25.650,-9.600,-10.950,0,0,0,198,31,5.31,0.10,0.02,0,
351753,19.20,97671,27.91,24.79,308.68,16.55,97690.78,307.07,249.023,40.039,-960.449,-1.397,0.786,-4.534,-25.050,-8.400,-11.850,0,0,0,220,31,5.29,0.10,0.02,0,
353136,19.21,97672,27.94,24.79,308.76,16.54,97691.02,307.05,254.883,108.887,-964.355,0.786,-2.153,-1.321,-27.000,-8.400,-12.600,0,0,0,213,31,5.27,0.10,0.02,0,
354520,19.22,97672,27.96,24.69,308.68,16.54,97690.96,307.05,260.742,127.441,-960.937,-0.046,0.313,-1.611,-28.200,-5.400,-9.900,0,0,0,218,31,5.25,0.10,0.02,0,
355903,19.24,97673,27.99,24.83,308.59,16.53,97690.99,307.05,234.863,88.867,-951.660,-5.115,3.656,-4.282,-27.450,-7.050,-10.650,0,0,0,233,31,5.23,0.10,0.02,0,
357281,19.25,97672,28.01,24.71,308.76,16.52,97691.00,307.05,268.066,198.730,-791.016,2.176,0.481,-1.992,-27.000,-7.500,-10.500,0,0,0,218,31,5.21,0.10,0.02,0,
358665,19.26,97672,28.03,24.63,308.68,16.51,97691.25,307.03,215.332,69.824,-959.473,11.550,-0.214,4.282,-26.700,-7.800,-10.350,0,0,0,215,31,5.19,0.10,0.02,0,
360048,19.27,97672,28.07,24.69,308.68,16.49,97691.11,307.04,285.645,183.105,-943.359,5.580,-2.038,-2.924,-28.800,-9.150,-10.050,0,0,0,214,31,5.17,0.10,0.02,0,
361436,19.28,97671,28.09,24.73,308.68,16.47,97691.64,306.99,232.910,82.031,-967.285,1.008,10.099,-12.855,-27.750,-7.500,-10.050,0,0,0,206,31,5.15,0.10,0.02,0,
362819,19.30,97672,28.11,24.58,308.68,16.44,97691.92,306.97,292.480,89.844,-971.680,-0.687,-4.458,-1.817,-28.800,-6.450,-8.250,0,0,0,224,31,5.13,0.10,0.02,0,
364203,19.31,97671,28.14,24.63,308.68,16.41,97691.88,306.97,238.281,39.062,-863.769,-1.031,4.588,-12.473,-28.050,-8.400,-8.700,0,0,0,298,31,5.11,0.10,0.02,0,
365589,19.32,97672,28.18,24.64,308.76,16.39,97692.12,306.95,270.020,-75.684,-986.816,7.092,13.847,-7.847,-27.900,-14.250,-8.850,0,0,0,254,31,5.09,0.10,0.02,0,
366972,19.33,97671,28.22,24.60,308.76,16.37,97692.24,306.94,148.926,-114.746,-1110.840,-9.985,-8.344,14.099,-28.800,-16.350,-9.000,0,0,0,204,31,5.07,0.10,0.02,0,
368356,19.35,97671,28.24,24.60,308.76,16.36,97692.19,306.95,223.633,-93.750,-986.328,0.450,0.435,-9.878,-26.700,-14.700,-10.950,0,0,0,314,31,5.05,0.10,0.02,0,
369741,19.36,97671,28.26,24.69,308.76,16.34,97692.44,306.92,383.301,-83.984,-917.969,-0.366,14.603,-8.595,-30.600,-15.600,-6.450,0,0,0,200,31,5.03,0.09,0.02,0,
371125,19.37,97671,28.28,24.51,308.68,16.30,97692.57,306.91,442.871,-72.754,-884.277,-0.908,3.244,-4.084,-32.550,-13.350,-3.900,0,0,0,210,31,5.02,0.09,0.02,0,
372508,19.39,97672,28.32,24.55,308.76,16.27,97692.95,306.88,466.797,-77.148,-867.676,-1.763,4.061,-0.107,-31.200,-15.000,-2.700,0,0,0,213,31,5.00,0.09,0.02,0,
